State,City,Population,Crime Index total,Modified Crime Index total1,Murder      and non-negligent         man-     slaughter,Forcible rape,Robbery,Aggravated assault,Burglary,Larceny-theft,Motor vehicle theft,Arson,,,,,,,
,Rome,"41,397",725,737,1,7,15,24,183,445,50,12,,,,,,,
,Rotterdam Town,"29,054","1,164","1,167",               -,1,29,18,147,935,34,3,,,,,,,
,Saratoga Springs,"26,874",759,759,               -,             -,6,22,108,597,26,           -,,,,,,,
,Saugerties Town,"15,479",291,293,               -,3,3,28,70,181,6,2,,,,,,,
,Scarsdale Village,"19,286",227,227,               -,             -,              -,                   -,26,158,43,           -,,,,,,,
,Schenectady,"63,389","3,177",,3,44,201,214,768,"1,741",206,,,,,,,,
,Schodack Town,"10,691",210,210,               -,             -,1,5,51,146,7,           -,,,,,,,
,Shawangunk Town,"10,707",133,133,               -,             -,              -,24,27,78,4,           -,,,,,,,
,Spring Valley Village,"23,035",972,975,2,5,85,167,118,518,77,3,,,,,,,
,Suffern Village,"11,776",160,164,1,             -,3,8,21,114,13,4,,,,,,,
,Syracuse,"157,016","9,130","9,227",18,47,452,"1,048","1,846","4,941",778,97,,,,,,,
,Tarrytown Village,"12,015",188,188,               -,             -,4,16,34,118,16,           -,,,,,,,
,Tonawanda Town,"67,343","1,165","1,171",               -,5,33,34,116,909,68,6,,,,,,,
,Troy,"53,395","2,253","2,267",1,22,86,187,465,"1,336",156,14,,,,,,,
,Ulster Town,"12,666",289,292,               -,             -,6,4,42,220,17,3,,,,,,,
,Utica,"61,268","2,796","2,842",8,18,179,82,601,"1,755",153,46,,,,,,,
,Vestal Town,"27,114",425,426,               -,             -,5,10,23,378,9,1,,,,,,,
,Wallkill Town,"26,612",476,476,               -,             -,4,19,42,390,21,           -,,,,,,,
,Warwick Town,"17,448",221,221,               -,             -,              -,15,28,168,10,           -,,,,,,,
,Watertown,"28,616",930,938,               -,25,21,32,163,679,10,8,,,,,,,
,Watervliet,"10,754",265,266,               -,             -,14,21,37,175,18,1,,,,,,,
,Webster Town and Village,"35,279",657,658,               -,2,2,6,90,527,30,1,,,,,,,
,West Seneca Town,"48,184","1,215",,1,5,25,128,132,850,74,,,,,,,,
,White Plains,"52,393","2,380",,1,8,67,117,212,"1,854",121,,,,,,,,
,Yonkers,"199,663","5,680","5,750",16,37,465,463,860,"2,789","1,050",70,,,,,,,
NORTH CAROLINA,Albemarle,"16,309","1,298","1,309",1,5,17,37,544,615,79,11,,,,,,,
,Apex,"18,816",459,459,               -,3,10,37,75,315,19,           -,,,,,,,
,Asheboro,"20,311","2,182","2,184",               -,1,35,38,395,"1,638",75,2,,,,,,,
,Asheville,"69,411","5,172","5,207",4,24,238,222,969,"3,316",399,35,,,,,,,
,Boone,"14,461",673,673,               -,2,5,11,77,559,19,           -,,,,,,,
,Burlington,"44,366","3,206","3,223",               -,21,73,172,517,"2,268",155,17,,,,,,,
,Cary,"95,964","2,295","2,304",               -,6,41,31,337,"1,763",117,9,,,,,,,
,Chapel Hill,"45,593","2,566","2,583",2,14,74,129,529,"1,710",108,17,,,,,,,
,Charlotte-Mecklenburg,"625,371","49,463","49,778",74,308,"2,651","4,482","9,598","27,789","4,561",315,,,,,,,
,Clinton,"10,074",618,625,               -,3,17,39,102,424,33,7,,,,,,,
,Durham,"188,547","16,397","16,455",28,87,929,802,"3,735","9,536","1,280",58,,,,,,,
,Eden,"15,996","1,134","1,135",1,7,30,45,285,707,59,1,,,,,,,
,Elizabeth City,"17,547",938,940,1,4,45,75,249,527,37,2,,,,,,,
,Fayetteville,"112,542","9,197","9,237",21,64,470,188,"2,424","5,320",710,40,,,,,,,
,Gastonia,"65,341","6,646","6,704",6,24,284,587,"1,367","3,992",386,58,,,,,,,
,Goldsboro,"46,902","3,568","3,580",4,5,135,298,660,"2,226",240,12,,,,,,,
,Greensboro,"209,957","14,973","15,046",21,89,895,887,"2,964","9,008","1,109",73,,,,,,,
,Greenville,"61,058","6,231","6,237",8,18,144,357,"1,169","4,192",343,6,,,,,,,
,Henderson,"17,529","1,679","1,687",2,7,55,120,337,"1,079",79,8,,,,,,,
,Hickory,"35,106","3,134","3,142",3,17,96,113,611,"2,128",166,8,,,,,,,
,High Point,"80,964","6,621","6,659",9,33,271,426,"1,540","3,866",476,38,,,,,,,
,Hope Mills,"10,285","1,247","1,254",               -,1,27,37,163,986,33,7,,,,,,,
,Huntersville,"14,528",713,722,2,4,10,31,175,485,6,9,,,,,,,
,Jacksonville,"72,125","3,006","3,006",2,20,70,163,557,"2,084",110,           -,,,,,,,
,Kannapolis,"37,168",918,927,               -,5,31,67,224,530,61,9,,,,,,,
,Kernersville,"12,785","1,168","1,170",               -,4,29,58,169,874,34,2,,,,,,,
,Laurinburg,"16,657","1,069","1,078",2,10,51,47,276,631,52,9,,,,,,,
,Lenoir,"17,572",915,918,2,3,20,56,174,622,38,3,,,,,,,
,Lexington,"20,217","1,373","1,386",2,11,47,86,335,782,110,13,,,,,,,
,Lumberton,"21,476","3,295","3,306",4,6,108,210,808,"1,950",209,11,,,,,,,
,Matthews,"21,752","1,016","1,026",               -,5,21,22,199,729,40,10,,,,,,,
,Monroe,"23,501","2,350","2,360",2,6,76,154,278,"1,684",150,10,,,,,,,
,Mooresville,"17,456",816,820,               -,2,13,28,174,565,34,4,,,,,,,
,Morganton,"16,513",961,964,               -,3,15,55,167,700,21,3,,,,,,,
,Newton,"12,801",683,687,2,3,17,27,167,427,40,4,,,,,,,
,Raleigh,"274,811","19,424","19,495",26,89,769,"1,165","4,033","11,904","1,438",71,,,,,,,
,Reidsville,"14,853",862,864,2,3,24,59,193,570,11,2,,,,,,,
,Roanoke Rapids,"16,798","1,106","1,110",1,14,36,56,191,756,52,4,,,,,,,
,Rocky Mount,"61,110","5,745","5,762",10,21,223,348,"1,311","3,536",296,17,,,,,,,
,Salisbury,"27,622","2,105","2,126",5,15,61,110,385,"1,406",123,21,,,,,,,
,Shelby,"20,912","2,318","2,323",3,14,87,187,445,"1,472",110,5,,,,,,,
,Smithfield,"12,014","1,395","1,401",               -,4,61,99,245,866,120,6,,,,,,,
,Southern Pines,"11,876",681,683,               -,3,19,58,157,403,41,2,,,,,,,
,Statesville,"22,365","2,167","2,174",4,7,66,179,318,"1,519",74,7,,,,,,,
,Tarboro,"10,512",570,575,               -,1,12,42,111,392,12,5,,,,,,,
,Thomasville,"20,301",915,925,3,5,27,94,189,536,61,10,,,,,,,
,Washington,"10,698",551,553,               -,7,30,36,134,322,22,2,,,,,,,
,Waynesville,"10,001",363,364,               -,3,4,26,117,200,13,1,,,,,,,
,Wilmington,"68,654","7,967","7,986",8,37,339,369,"1,931","4,597",686,19,,,,,,,
,Wilson,"43,407","3,054","3,055",11,14,119,206,704,"1,747",253,1,,,,,,,
,Winston-Salem,"176,841","16,754","16,824",20,117,851,"1,418","3,375","9,624","1,349",70,,,,,,,
NORTH DAKOTA,Bismarck,"55,851","1,899","1,899",               -,6,9,16,235,"1,546",87,-,,,,,,,
,Dickinson,"16,521",415,,               -,5,2,8,47,331,22,,,,,,,,
,Fargo,"89,315","2,879","2,895",1,41,19,47,318,"2,247",206,16 ,,,,,,,
,Grand Forks,"46,586","2,160","2,168",1,28,10,46,262,"1,630",183,8 ,,,,,,,
,Jamestown,"15,303",382,386,               -,6,2,5,48,290,31,4 ,,,,,,,
,Manden,"16,185",555,556,             -,6,             -,14,49,453,33,1 ,,,,,,,
,Minot,"36,153","1,203","1,208",               -,16,7,17,150,948,65,5 ,,,,,,,
,West Fargo,"14,672",260,261,               -,             -,              -,2,39,204,15,1 ,,,,,,,
,Williston,"12,631",249,250,               -,6,              -,8,16,197,22,1 ,,,,,,,
OHIO,Athens,"22,155",660,660,               -,6,7,2,109,510,26,           -,,,,,,,
,Aurora,"12,547",293,294,               -,3,3,4,33,243,7,1,,,,,,,
,Bainbridge Township,"10,207",252,252,               -,             -,              -,7,25,217,3,           -,,,,,,,
,Barberton,"27,595","1,498","1,517",2,32,25,42,240,"1,048",109,19,,,,,,,
,Beavercreek,"41,211","1,638","1,652",1,9,14,11,172,"1,351",80,14,,,,,,,
,Bedford Heights,"11,299",467,469,               -,1,5,9,76,303,73,2,,,,,,,
,Bellefontaine,"13,495",532,532,               -,10,4,8,111,376,23,           -,,,,,,,
,Berea,"18,366",489,493,               -,2,12,8,61,375,31,4,,,,,,,
,Bexley,"12,626",467,468,2,1,19,4,104,317,20,1,,,,,,,
,Bowling Green,"29,418","1,177","1,178",               -,5,13,18,133,979,29,1,,,,,,,
,Brecksville,"12,365",96,96,               -,2,2,2,11,74,5,           -,,,,,,,
,Brookfield Township,"10,822",328,329,               -,6,8,32,47,207,28,1,,,,,,,
,Brooklyn,"11,185",876,877,               -,4,19,18,25,739,71,1,,,,,,,
,Cambridge,"11,989",921,921,2,15,4,16,109,717,58,           -,,,,,,,
,Canton,"79,256","6,422","6,468",7,66,283,798,"1,327","3,464",477,46,,,,,,,
,Centerville,"23,485",554,554,               -,2,7,7,74,432,32,           -,,,,,,,
,Chillicothe,"22,743","2,130","2,148",1,6,31,21,315,"1,676",80,18,,,,,,,
,Cincinnati4,"333,750","21,646","22,054",15,261,"1,358","1,037","4,897","12,090","1,988",408,,,,,,,
,Clayton,"13,401",170,170,               -,             -,7,5,27,122,9,           -,,,,,,,
,Cleveland,"505,962","32,584","33,114",71,615,"3,084","2,271","7,435","12,969","6,139",530,,,,,,,
,Cleveland Heights,"53,734",842,842,1,             -,12,5,108,617,99,           -,,,,,,,
,Columbus,"676,701","63,094","63,700",67,578,"3,098","2,255","13,600","36,316","7,180",606,,,,,,,
,Conneaut,"13,219",425,426,               -,             -,3,26,59,320,17,1,,,,,,,
,Cuyahoga Falls,"56,562","1,702","1,712",2,18,16,50,192,"1,331",93,10,,,,,,,
,Dayton,"170,789","16,381","16,594",29,146,"1,171",698,"3,742","7,392","3,203",213,,,,,,,
,Delaware,"25,145",929,936,2,18,10,10,144,703,42,7,,,,,,,
,Delhi Township,"30,551",536,537,               -,1,6,15,42,453,19,1,,,,,,,
,Dover,"12,319",64,64,               -,5,3,1,25,26,4,           -,,,,,,,
,Dublin,"27,595",784,793,1,5,6,4,141,583,44,9,,,,,,,
,Eastlake,"21,803",431,433,               -,8,6,8,43,347,19,2,,,,,,,
,East Liverpool,"12,958",405,405,               -,6,11,5,64,301,18,           -,,,,,,,
,Englewood,"12,401",563,566,               -,3,17,16,65,439,23,3,,,,,,,
,Euclid,"49,922","2,309","2,316",2,8,68,57,341,"1,550",283,7,,,,,,,
,Fairborn,"34,065","1,546","1,565",1,22,27,29,170,"1,199",98,19,,,,,,,
,Fairfield,"42,603","2,297","2,311",1,6,39,100,283,"1,743",125,14,,,,,,,
,Fremont,"17,211","1,617","1,622",               -,8,29,52,187,"1,288",53,5,,,,,,,
,Gahanna,"30,308",956,962,               -,5,23,17,131,746,34,6,,,,,,,
,Girard,"10,891",490,491,2,2,9,9,131,284,53,1,,,,,, ,
,Goshen Township,"14,979",266,277,2,3,3,29,48,164,17,11,,,,,,,
,Greenville,"12,996",539,540,               -,7,5,42,66,396,23,1,,,,,,,
,Grove City,"28,095","1,183","1,214",               -,13,11,26,136,929,68,31,,,,,,,
,Hamilton,"61,423","4,659","4,682",7,71,154,326,"1,030","2,648",423,23,,,,,,,
,Hilliard,"20,705",728,733,               -,2,4,11,137,547,27,5,,,,,,,
,Huber Heights,"42,972","1,806","1,813",               -,27,44,16,265,"1,338",116,7,,,,,,,
,Hudson,"21,365",222,230,               -,1,1,5,48,164,3,8,,,,,,,
,Kent,"26,001",906,927,1,4,13,45,179,616,48,21,,,,,,,
,Kettering,"57,645","2,106","2,129",               -,18,40,11,339,"1,560",138,23,,,,,,,
,Lakewood,"54,687","1,570","1,580",               -,8,70,79,211,"1,083",119,10,,,,,,,
,Lebanon,"15,094",511,514,1,11,14,14,85,367,19,3,,,,,,,
,Liberty Township,"13,269",524,527,               -,3,17,3,105,328,68,3,,,,,,,
,Lima,"43,000","3,304","3,333",7,69,97,187,806,"2,024",114,29,,,,,,,
,Lorain,"67,955","2,490","2,507",               -,26,94,159,573,"1,498",140,17,,,,,,,
,Loveland,"12,579",309,312,               -,3,3,55,39,199,10,3,,,,,,,
,Lyndhurst,"14,874",233,233,               -,5,1,23,36,152,16,           -,,,,,,,
,Madison Township,"17,146",465,469,               -,8,              -,54,72,309,22,4,,,,,,,
,Mansfield,"51,766","3,491","3,528",3,40,101,51,777,"2,354",165,37,,,,,,,
,Marietta,"15,622",418,420,               -,9,4,8,51,331,15,2,,,,,,,
,Marysville,"14,305",399,399,               -,             -,6,2,82,294,15,           -,,,,,,,
,Mason,"21,278",442,443,1,7,2,6,62,358,6,1,,,,,,,
,Mentor,"52,129","1,529","1,535",               -,9,24,41,139,"1,236",80,6,,,,,,,
,Miamisburg,"18,927","1,089","1,091",               -,9,17,11,239,715,98,2,,,,,,,
,Miami Township,"33,179",718,724,1,2,8,40,65,580,22,6,,,,,,,
,Middletown,"53,376","3,238","3,246",1,18,59,42,557,"2,433",128,8,,,,,,,
,Montgomery,"10,091",239,240,               -,             -,2,2,57,174,4,1,,,,,,,
,Newark,"48,020","2,198","2,227",1,24,49,32,431,"1,581",80,29,,,,,,,
,North Canton,"16,148",125,127,               -,1,7,1,71,45,             -,2,,,,,,,
,North Ridgeville,"24,144",230,230,               -,1,1,7,49,158,14,           -,,,,,,,
,Norton,"12,356",425,427,               -,1,              -,11,58,331,24,2,,,,,,,
,Norwalk,"16,032",423,426,               -,             -,5,1,84,321,12,3,,,,,,,
,Norwood,"21,837","1,510","1,515",               -,4,51,31,198,"1,124",102,5,,,,,,,
,Oregon,"19,266","1,148","1,152",               -,8,18,14,137,904,67,4,,,,,,,
,Parma Heights,"20,787",567,573,               -,5,8,14,91,434,15,6,,,,,,,
,Perkins Township,"11,753",587,587,               -,             -,9,9,21,543,5,           -,,,,,,,
,Perrysburg,"15,942",493,493,               -,2,3,18,46,412,12,           -,,,,,,,
,Perry Township (Stark County),"32,022",687,689,               -,3,7,12,178,436,51,2,,,,,,,
,Pierce Township,"11,813",309,311,               -,4,2,8,47,235,13,2,,,,,,,
,Portsmouth,"23,193","2,667","2,670",4,21,91,56,622,"1,684",189,3,,,,,,,
,Ravenna,"11,631",590,590,1,5,6,16,68,463,31,           -,,,,,,,
,Reading,"11,314",336,337,               -,2,12,8,43,251,20,1,,,,,,,
,Reynoldsburg,"30,542","1,373","1,383",               -,3,36,28,185,"1,049",72,10,,,,,,,
,Riverside,"24,372",855,865,               -,6,25,21,170,505,128,10,,,,,,,
,Salem,"11,952",48,48,               -,             -,1,5,4,31,7,           -,,,,,,,
,Sandusky,"28,171","2,071","2,075",2,14,38,146,417,"1,384",70,4,,,,,,,
,Seven Hills,"12,161",99,99,               -,             -,2,4,8,81,4,           -,,,,,,,
,Shaker Heights,"28,540",777,780,1,1,43,14,124,495,99,3,,,,,,,
,Sharonville,"14,045",765,767,               -,2,9,21,37,679,17,2,,,,,,,
,Springboro,"11,449",230,231,               -,3,1,3,50,167,6,1,,,,,,,
,Springfield,"65,712","6,049","6,079",5,78,227,532,"1,283","3,547",377,30,,,,,,,
,Springfield Township (Hamilton County),"38,734","1,029","1,036",               -,8,34,84,138,701,64,7,,,,,,,
,Springfield Township (Summit County),"17,198",651,656,               -,4,10,18,128,466,25,5,,,,,,,
,Stow,"32,438",771,787,               -,6,8,13,100,634,10,16,,,,,,,
,Strongsville,"40,476",812,818,1,9,16,5,129,623,29,6,,,,,,,
,Sylvania Township,"25,061",916,921,               -,             -,11,7,95,765,38,5,,,,,,,
,Tallmadge,"16,085",449,461,               -,6,4,12,72,338,17,12,,,,,,,
,Tiffin,"18,145",730,731,               -,2,3,7,118,586,14,1,,,,,,,
,Toledo,"310,586","24,023","24,408",12,162,"1,032","1,174","5,098","13,807","2,738",385,,,,,,,
,Trotwood,"28,367","1,958","1,976",               -,24,78,108,295,"1,218",235,18,,,,,,,
,Troy,"20,816",863,869,               -,11,16,7,125,642,62,6,,,,,,,
,Twinsburg,"15,649",240,242,               -,4,1,3,44,175,13,2,,,,,,,
,University Heights,"13,275",214,214,               -,1,5,5,12,174,17,           -,,,,,,,
,Upper Arlington,"31,823",702,708,               -,6,8,18,153,499,18,6,,,,,,,
,Vandalia,"14,535",581,590,1,4,10,4,92,447,23,9,,,,,,,
,Van Wert,"10,719",525,526,               -,16,3,16,90,378,22,1,,,,,,,
,Vermilion,"11,286",265,266,               -,             -,              -,6,44,198,17,1,,,,,,,
,Wadsworth,"21,578",480,485,               -,7,3,9,80,359,22,5,,,,,,,
,Warrensville Heights,"14,469",604,604,2,2,25,52,120,318,85,           -,,,,,,,
,Washington Court House,"13,407",535,535,1,4,12,1,130,353,34,           -,,,,,,,
,West Carrollton,"13,858",611,615,1,7,11,9,101,424,58,4,,,,,,,
,West Chester Township,"51,098","1,441","1,454",1,19,16,19,211,"1,144",31,13,,,,,,,
,Westerville,"34,589",995,"1,010",               -,1,14,8,171,781,20,15,,,,,,,
,Westlake,"29,823",466,470,               -,1,14,9,109,297,36,4,,,,,,,
,Whitehall,"19,405","1,645","1,663",               -,6,80,31,283,"1,112",133,18,,,,,,,
,Wilmington,"12,064",723,723,               -,1,7,7,75,614,19,           -,,,,,,,
,Worthington,"14,201",252,252,               -,1,8,1,59,172,11,           -,,,,,,,
,Xenia,"25,817","1,371","1,375",               -,1,15,8,222,"1,083",42,4,,,,,,,
,Youngstown,"83,466","6,296","6,586",32,40,358,537,"1,972","2,707",650,290,,,,,,,
OKLAHOMA,Ada,"15,689",911,915,4,4,9,125,226,513,30,4,,,,,,,
,Altus,"21,560","1,315","1,320",               -,12,16,58,383,815,31,5,,,,,,,
,Ardmore,"24,760","1,858","1,874",2,7,12,205,373,"1,182",77,16,,,,,,,
,Bartlesville,"34,622","1,512","1,518",1,6,12,136,248,"1,036",73,6,,,,,,,
,Bethany,"20,646",836,849,               -,11,14,81,130,537,63,13,,,,,,,
,Bixby,"13,644",323,328,               -,4,3,8,52,221,35,5,,,,,,,
,Broken Arrow,"77,414","2,224","2,237",2,20,14,94,424,"1,500",170,13,,,,,,,
,Chickasha,"17,035","1,032","1,039",2,17,21,171,210,557,54,7,,,,,,,
,Choctaw,"10,263",200,200,1,3,2,16,69,100,9,           -,,,,,,,
,Claremore,"22,382",669,670,1,9,7,39,115,443,55,1,,,,,,,
,Del City,"24,336","1,081","1,096",1,18,22,56,251,625,108,15,,,,,,,
,Duncan,"22,396","1,069","1,073",1,5,15,57,211,757,23,4,,,,,,,
,Durant,"13,350",679,679,               -,3,3,24,165,427,57,           -,,,,,,,
,Edmond,"68,598","1,581","1,594",               -,14,18,19,299,"1,138",93,13,,,,,,,
,Elk City,"11,429",403,404,               -,             -,1,10,58,320,14,1,,,,,,,
,El Reno,"16,426",645,646,2,5,15,68,130,376,49,1,,,,,,,
,Enid,"46,442","2,695","2,699",               -,24,27,165,544,"1,831",104,4,,,,,,,
,Guthrie,"10,449",526,532,               -,10,8,51,152,280,25,6,,,,,,,
,Lawton,"82,131","5,090","5,126",3,55,119,365,"1,235","3,079",234,36,,,,,,,
,McAlester,"17,896","1,001","1,004",2,11,9,43,216,661,59,3,,,,,,,
,Miami,"13,728",882,891,               -,10,4,48,167,612,41,9,,,,,,,
,Midwest City,"55,666","2,257","2,264",4,15,52,94,414,"1,469",209,7,,,,,,,
,Moore,"46,684","1,668","1,671",               -,16,8,94,297,"1,128",125,3,,,,,,,
,Muskogee,"39,492","2,669","2,684",7,11,70,220,797,"1,349",215,15,,,,,,,
,Mustang,"13,241",311,313,               -,1,4,37,46,216,7,2,,,,,,,
,Norman,"96,791","3,599","3,607",               -,66,38,105,871,"2,371",148,8,,,,,,,
