State,City,Population,Crime Index total,Modified Crime Index total1,Murder      and non-negligent         man-     slaughter,Forcible rape,Robbery,Aggravated assault,Burglary,Burglary,Larceny-theft,Motor vehicle theft,Arson,
,Hamilton,"62,068","4,860","4,891",6,51,145,461, ,"1,039","2,747",411,31,
,Hilliard,"20,018",756,757,-,8,11,10, ,168,526,33,1,
,Huber Heights,"37,153","1,567","1,576",-,23,31,10, ,291,"1,098",114,9,
,Hudson,"21,315",255,269,-,1,1,3, ,39,209,2,14,
,Kent,"26,946",966,976,-,10,9,56, ,198,637,56,10,
,Kettering,"57,446","2,329","2,353",1,26,38,33, ,411,"1,644",176,24,
,Lakewood,"55,916","1,504","1,524",2,5,44,32, ,202,"1,103",116,20,
,Lancaster,"37,860","1,858","1,858",-,-,20,17, ,285,"1,467",69,-,
,Lawrence Township,"12,926",86,87,-,3,-,9, ,7,55,12,1,
,Lebanon,"13,860",537,541,-,-,7,17, ,99,394,20,4,
,Lemon Township,"13,710",193,193,-,1,1,6, ,26,149,10,-,
,Liberty Township,"24,296",544,545,-,5,11,-, ,112,322,94,1,
,Lima,"42,560","2,948","2,949",5,37,121,209, ,712,"1,726",138,1,
,Lorain,"69,147","2,241","2,262",1,22,68,124, ,474,"1,435",117,21,
,Loveland,"11,830",272,272,-,4,1,37, ,16,203,11,-,
,Madison Township,"19,954",403,404,-,5,3,31, ,73,267,24,1,
,Mansfield,"50,012","3,391","3,418",4,35,76,61, ,858,"2,194",163,27,
,Maple Heights,"25,408",700,710,1,9,31,14, ,115,435,95,10,
,Marietta,"14,920",464,465,1,12,5,12, ,52,370,12,1,
,Mason,"18,929",453,454,-,3,2,2, ,54,391,1,1,
,Mentor,"49,434","1,408","1,416",-,9,25,22, ,148,"1,156",48,8,
,Miamisburg,"18,381",982,986,-,13,20,12, ,145,721,71,4,
,Miami Township,"33,367",588,597,-,6,2,38, ,34,492,16,9,
,Middletown,"48,794","3,123","3,136",2,21,59,34, ,539,"2,368",100,13,
,North Ridgeville,"23,509",273,273,-,-,-,6, ,50,197,20,-,
,Norton,"12,128",406,407,-,2,4,7, ,43,321,29,1,
,Norwalk,"15,760",383,385,-,2,1,1, ,80,287,12,2,
,Norwood,"21,540","1,369","1,378",-,12,51,18, ,194,"1,009",85,9,
,Oregon,"19,217","1,106","1,113",-,9,15,37, ,134,853,58,7,
,Oxford,"18,868",641,669,-,4,5,1, ,136,479,16,28,
,Parma Heights,"20,711",587,590,-,8,8,11, ,79,447,34,3,
,Perkins Township,"11,450",521,522,-,1,5,14, ,20,478,3,1,
,Perrysburg,"14,472",491,492,-,2,8,15, ,51,392,23,1,
,Perry Township (Stark County),"32,067",803,811,-,-,17,33, ,183,519,51,8,
,Pierce Township,"11,332",235,235,-,2,1,3, ,32,185,12,-,
,Portsmouth,"22,306","2,243","2,244",-,11,58,46, ,551,"1,424",153,1,
,Reading,"11,536",341,341,-,-,4,28, ,43,245,21,-,
,Reynoldsburg,"29,597","1,147","1,153",-,6,24,26, ,182,864,45,6,
,Salem,"11,944",63,63,-,-,-,8, ,9,44,2,-,
,Sandusky,"28,342","1,912","1,914",-,21,20,51, ,241,"1,517",62,2,
,Seven Hills,"12,328",102,103,-,-,1,2, ,15,76,8,1,
,Shaker Heights,"28,234",895,901,1,2,46,4, ,193,554,95,6,
,Sharonville,"13,928",865,871,1,5,13,6, ,40,776,24,6,
,Shawnee Township,"11,925",107,107,-,-,3,1, ,23,77,3,-,
,Springboro,"10,564",205,205,-,-,4,4, ,23,165,9,-,
,Springdale,"10,123","1,154","1,156",1,5,20,6, ,95,962,65,2,
,Springfield,"65,844","6,665","6,719",4,69,190,677, ,"1,235","3,971",519,54,
,Springfield Township (Hamilton County),"39,444","1,005","1,006",-,17,32,79, ,162,676,39,1,
,Springfield Township (Summit County),"16,531",717,723,-,2,11,6, ,116,523,59,6,
,Stow,"31,489",663,670,-,10,6,8, ,90,542,7,7,
,Streetsboro,"12,046",383,386,1,-,4,9, ,74,282,13,3,
,Strongsville,"41,478","1,184","1,189",-,3,9,8, ,176,944,44,5,
,Sylvania Township,"42,559",965,966,-,-,11,4, ,109,800,41,1,
,Tallmadge,"16,122",542,554,-,2,9,18, ,101,391,21,12,
,Tiffin,"18,083",689,690,-,4,8,7, ,107,536,27,1,
,Toledo,"313,487","23,228","23,601",15,155,910,"1,078", ,"4,721","13,571","2,778",373,
,Trotwood,"28,138","1,961","1,984",1,32,89,86, ,282,"1,254",217,23,
,Troy,"21,763",906,911,-,15,14,16, ,120,691,50,5,
,Twinsburg,"15,243",261,264,-,2,-,5, ,55,187,12,3,
,Union Township (Butler County),"47,534","1,555","1,559",2,13,18,17, ,302,"1,154",49,4,
,University Heights,"13,465",243,243,-,-,9,-, ,28,198,8,-,
,Upper Arlington,"31,832",760,763,-,5,12,13, ,161,547,22,3,
,Urbana,"11,189",497,501,-,4,4,3, ,85,387,14,4,
,Vandalia,"14,080",592,593,-,2,13,1, ,102,424,50,1,
,Van Wert,"10,653",585,590,-,8,4,25, ,110,413,25,5,
,Vermilion,"11,392",278,278,-,2,1,9, ,50,204,12,-,
,Wadsworth,"17,641",429,430,-,4,2,7, ,60,331,25,1,
,Warrensville Heights,"14,884",631,634,1,8,26,41, ,145,304,106,3,
,Washington Court House,"13,339",530,530,-,1,7,3, ,150,322,47,-,
,West Carrollton,"13,767",542,543,-,8,6,19,,99,338,72,1,
,Westlake,"29,865",425,426,-,1,12,11, ,69,315,17,1,
,Whitehall,"19,318","1,633","1,660",-,17,77,40, ,280,"1,083",136,27,
,Wilmington,"11,916",506,509,-,5,5,12, ,52,424,8,3,
,Worthington,"14,162",488,490,-,1,8,6, ,97,357,19,2,
,Xenia,"25,099","1,226","1,234",1,4,21,10, ,172,981,37,8,
,Youngstown,"85,006","6,372","6,626",29,34,353,472, ,"1,909","2,695",880,254,
OKLAHOMA,Ada,"15,365",936,,-,8,3,96, ,229,564,36,,
,Altus,"21,625","1,270",,3,6,18,50, ,443,712,38,,
,Ardmore,"23,515","1,955",,2,6,23,148, ,383,"1,309",84,,
,Bartlesville,"33,762","1,627",,1,13,9,91, ,295,"1,145",73,,
,Bethany,"20,338",721,,-,4,15,47, ,140,454,61,,
,Bixby,"12,450",288,,-,2,5,11, ,79,149,42,,
,Broken Arrow,"72,810","2,020",,1,21,20,119, ,379,"1,335",145,,
,Chickasha,"16,235","1,143",,-,14,17,123, ,197,736,56,,
,Claremore,"20,153",725,,-,6,6,36, ,123,498,56,,
,Del City,"23,898","1,013",,3,13,17,80, ,209,596,95,,
,Duncan,"21,890","1,116",,1,5,13,49, ,208,816,24,,
,Durant,"13,232",577,,-,4,8,28, ,124,369,44,,
,Edmond,"65,182","1,758",,1,15,22,35, ,314,"1,229",142,,
,Elk City,"11,099",347,,-,-,-,3, ,79,254,11,,
,El Reno,"15,839",671,,1,4,11,27, ,130,428,70,,
,Enid,"45,387","3,064",,2,31,45,185, ,674,"2,025",102,,
,Guthrie,"10,316",475,,-,4,6,48, ,142,250,25,,
,Lawton,"81,382","4,794",,6,48,102,277, ,"1,062","3,103",196,,
,McAlester,"17,132",918,,1,11,9,52, ,236,561,48,,
,Miami,"12,803",856,,-,10,5,32, ,164,606,39,,
,Midwest City,"54,220","2,723",,1,11,39,109, ,439,"1,896",228,,
,Moore,"45,471","1,440",,2,12,7,85, ,255,957,122,,
,Muskogee,"38,516","2,804",,4,19,52,210, ,815,"1,478",226,,
,Mustang,"12,451",354,,-,5,1,13, ,60,259,16,,
,Norman,"93,334","3,313",,-,27,28,94, ,708,"2,233",223,,
,Oklahoma City,"473,772","44,153","44,388",56,398,"1,064","2,553", ,"8,038","28,414","3,630",235,
,Okmulgee,"14,028",623,,2,7,13,46, ,111,409,35,,
,Owasso,"14,718",453,,-,3,5,28, ,72,319,26,,
,Ponca City,"26,026","1,637",,-,15,10,68, ,313,"1,134",97,,
,Sand Springs,"17,313",670,,-,1,10,35, ,110,448,66,,
,Sapulpa,"19,911",828,,1,3,7,40, ,150,552,75,,
,Shawnee,"27,099","1,988",,4,10,22,91, ,388,"1,359",114,,
,Stillwater,"38,896","1,383",,1,13,16,65, ,239,"1,006",43,,
,Tahlequah,"12,378",847,,-,4,6,24, ,167,576,70,,
,The Village,"10,324",661,,-,-,11,50, ,84,487,29,,
,Tulsa,"382,673","28,303","28,535",41,235,887,"3,284", ,"6,558","14,070","3,228",232,
,Woodward,"12,075",597,,-,6,2,14, ,170,375,30,,
,Yukon,"22,975",748, ,-,6,4,10, ,117,594,17,,
OREGON,Albany,"39,236","2,668","2,697",-,7,21,39, ,259,"2,198",144,29,
,Ashland,"18,283",897,902,-,4,6,9, ,128,725,25,5,
,Beaverton,"62,758","3,151","3,178",1,32,42,141, ,471,"2,210",254,27,
,Bend,"34,678","2,880","2,900",-,16,27,119, ,323,"2,239",156,20,
,Canby,"12,210",527,532,-,3,2,12, ,73,416,21,5,
,Central Point,"10,693",401,410,1,2,4,6, ,72,310,6,9,
,Coos Bay,"17,356",969,977,-,5,7,14, ,186,727,30,8,
,Corvallis,"50,725","2,244","2,259",1,14,22,60, ,324,"1,748",75,15,
,Dallas,"12,459",407,409,-,1,1,5, ,49,329,22,2,
,Eugene,"129,576","10,222","10,326",2,48,189,411, ,"1,775","7,145",652,104,
,Forest Grove,"15,358",692,702,-,11,7,8, ,109,505,52,10,
,Gladstone,"11,884",456,463,2,1,10,6, ,65,311,61,7,
,Grants Pass,"21,589","1,991","1,995",-,8,39,14, ,256,"1,529",145,4,
,Gresham,"85,906","5,009","5,029",2,43,98,198, ,858,"3,182",628,20,
,Hermiston,"11,634",711,711,3,1,5,1, ,101,547,53,-, 
,Hillsboro,"61,747","2,680","2,721",1,48,59,87, ,408,"1,819",258,41,
,Keizer,"29,269","1,261","1,269",-,8,10,22, ,136,"1,018",67,8,
,Klamath Falls,"18,731",827,835,-,14,25,70, ,186,490,42,8,
,La Grande,"12,186",370,371,-,3,1,11, ,56,284,15,1,
,Lake Oswego,"35,065",769,802,-,7,8,17, ,134,551,52,33,
,Lebanon,"12,601",912,918,-,6,6,16, ,103,746,35,6,
,McMinnville,"24,337","1,289","1,300",-,16,5,16, ,128,"1,053",71,11,
,Medford,"57,751","3,822","3,876",-,19,39,145, ,456,"2,967",196,54,
,Milwaukie,"20,102",988,990,-,10,18,16, ,129,717,98,2,
,Newberg,"17,139",832,844,-,10,4,66, ,76,637,39,12,
,Newport,"10,096",892,902,-,7,11,28, ,152,662,32,10,
,Ontario,"10,961",623,625,-,3,5,13, ,86,478,38,2,
,Oregon City,"21,158","1,590","1,598",-,13,24,32, ,232,"1,163",126,8,
,Pendleton,"16,227",831,832,-,5,7,9, ,124,641,45,1,
,Portland,"508,984","41,399","41,867",35,340,"1,418","4,501", ,"6,107","24,308","4,690",468,
,Redmond,"11,850","1,170","1,179",-,6,10,16, ,155,930,53,9,
,Roseburg,"19,490","1,342","1,354",-,7,19,28, ,158,"1,078",52,12,
,Salem,"128,022","9,631","9,665",2,83,144,58, ,"1,293","7,414",637,34,
,Springfield,"51,210","4,841","4,878",-,22,56,37, ,697,"3,544",485,37,
,The Dalles,"11,328",762,774,-,4,9,15, ,140,556,38,12,
,Tigard,"37,305","2,530","2,542",1,5,43,54, ,335,"1,931",161,12,
,Troutdale,"13,717",483,485,-,4,4,15, ,67,342,51,2,
,Tualatin,"20,186",979,981,1,4,19,9, ,128,744,74,2,
,West Linn,"21,423",449,452,-,4,2,1, ,71,347,24,3,
,Wilsonville,"13,261",858,860,-,6,8,12, ,124,656,52,2,
,Woodburn,"15,137","1,087","1,095",-,5,7,15, ,138,790,132,8,
PENNSYLVANIA,Abington Township,"55,303","1,405","1,410",-,5,27,27, ,119,"1,084",143,5,
,Aliquippa,"12,440",437,437,2,3,19,84,,68,237,24,-,
,Allentown,"100,695","5,561","5,606",11,39,350,260, ,"1,113","3,225",563,45,
,Altoona,"49,196","2,035","2,049",-,16,46,90, ,395,"1,369",119,14,
,Aston Township,"16,787",305,309,-,3,11,7, ,38,221,25,4,
,Baldwin Borough,"20,499",159,159,3,3,4,7,,20,104,18,-,
,Beaver Falls,"10,098",536,537,3,4,32,57,,61,332,47,1,
,Bensalem Township,"57,269","2,338", ,-,12,43,34, ,239,"1,620",390,,
,Berwick,"10,383",240,240,-,4,2,7, ,34,164,29,-,
,Bethel Park,"32,849",318,320,1,1,5,16, ,14,264,17,2,
,Bethlehem,"69,340","2,555","2,566",3,21,84,119, ,486,"1,679",163,11,
,Bloomsburg Township,"12,487",261,261,-,3,2,3, ,32,196,25,-,
,Bristol,"10,136",350,356,2,2,16,27,,29,245,29,6,
,Buckingham Township,"15,033",216,216,-,-,3,2, ,11,192,8,-,
,Butler,"14,862",573,576,-,16,13,56, ,72,382,34,3,
,Butler Township,"22,703",454,454,-,3,4,8, ,41,379,19,-,
,Caln Township,"12,242",540,545,1,1,11,49, ,40,401,37,5,
,Carlisle,"17,709",703, ,2,9,26,33, ,103,513,17, ,
,Cecil Township,"10,575",101,101,-,-,-,4, ,19,74,4,-,
,Center Township,"11,379",49,49,-,-,5,3, ,9,26,6,-,
,Central Berks Regional,"10,908",159,163,-,1,2,6,,22,119,9,4,
,Chambersburg,"17,284","1,093","1,099",1,7,20,268, ,150,613,34,6,
,Cheltenham Township,"34,572","1,385","1,387",2,4,80,28,,184,850,237,2,
,Chester,"40,196","3,385","3,493",9,52,267,954, ,614,"1,022",467,108,
,Coal Township,"11,068",266,269,1,2,-,9, ,33,196,25,3,
,Coatesville,"10,680",456,457,4,2,32,41, ,98,229,50,1,
,Columbia,"10,459",302,302,-,2,13,20, ,53,175,39,-,
,Cranberry Township,"21,813",362,363,1,-,6,21,,58,252,24,1, 
,Cumru Township,"16,451",498,500,2,2,10,13,,50,382,39,2,
,Darby Township,"10,497",217,217,-,1,9,26, ,30,117,34,-,
,Derry Township,"20,554",786, ,-,2,8,36,,69,649,22,,
,Doylestown Township,"17,025",264,265,-,1,2,26,,20,196,19,1,
,Dunmore,"14,244",181,181,-,-,4,-, ,21,138,18,-,
,East Hempfield Township,"20,805",672,672,-,6,7,13, ,81,534,31,-,
,East Lampeter Township,"12,888",689,692,-,7,14,12, ,49,581,26,3,
,East Norriton Township,"13,156",366,366,-,1,5,4, ,21,315,20,-,
,Easton,"25,345","1,498","1,508",2,12,81,135, ,260,935,73,10,
,East Pennsboro Township,"16,634",458,460,-,2,6,8, ,79,327,36,2,
,East Stroudsburg,"10,050",297,300,-,3,6,33, ,23,220,12,3,
,Easttown Township,"10,049",172,172,-,-,4,3, ,29,129,7,-,
,Elizabethtown,"10,612",173,175,1,1,5,4, ,25,132,5,2,
,Elizabeth Township,"13,844",173,174,-,-,1,32, ,16,118,6,1,
,Emmaus,"11,402",252,252,-,-,2,1,,36,201,12,-, 
,Ephrata,"12,992",334,335,-,3,7,17, ,34,240,33,1,
,Erie,"102,576","3,929","3,980",4,46,238,162, ,705,"2,525",249,51,
,Exeter Township,"21,140",626,628,-,1,5,76, ,76,436,32,2,
,Fairview Township,"14,610",310,310,1,7,5,16,,46,231,4,-,
,Falls Township,"34,584","1,186","1,190",-,3,31,21, ,145,774,212,4,
,Ferguson Township,"12,319",176,177,-,-,-,9,,15,146,6,1,
,Franconia Township,"10,616",104,105,-,2,-,12, ,10,76,4,1,
,Greensburg,"15,521",412,412,-,3,6,50,,61,276,16,-,
,Hampden Township,"23,564",543,548,-,1,7,37,,55,420,23,5,
,Hampton Township,"16,361",240,240,-,1,4,19, ,25,188,3,-,
,Hanover ,"14,260",658,658,1,3,12,4,,99,514,25,-,
,Hanover Township,"11,611",326,326,-,-,5,19, ,58,220,24,-,
,Harrisburg,"49,471","2,963","2,968",5,37,250,283, ,508,"1,656",224,5,
,Harrison Township,"10,861",265,265,-,2,1,40, ,22,189,11,-,
,Hatfield Township,"18,786",489,494,-,2,5,46,,53,357,26,5,
,Haverford Township,"48,611",785,790,-,3,10,13, ,92,602,65,5,
,Hazleton,"22,528",518,525,-,3,6,18, ,108,352,31,7,
,Hermitage,"16,264",504,504,-,3,4,7, ,46,425,19,-,
,Hilltown Township,"11,889",247,247,-,-,2,20,,22,187,16,-,
,Hopewell Township,"13,478",153,153,2,-,4,8,,9,120,10,-,
,Indiana,"14,390",391,392,-,6,7,18, ,38,309,13,1,
,Jeannette,"10,443",283,288,-,2,2,67, ,37,155,20,5,
,Johnstown,"30,237",954,967,2,1,26,91, ,216,556,62,13,
,Lancaster Township,"14,001",339,343,-,4,10,8, ,56,231,30,4,
,Lansdale,"15,926",479,486,-,4,11,14, ,50,368,32,7,
,Lansdowne,"11,144",234,235,-,5,10,22, ,19,154,24,1,
,Lebanon,"23,427",963,965,-,8,38,65,,134,674,44,2,
,Limerick Township,"12,338",311,311,-,4,1,36,,67,193,10,-,
,Logan Township,"13,285",332,333,1,3,7,17,,53,240,11,1,
,Lower Allen Township,"16,821",396,396,1,1,5,8, ,35,337,9,-,
,Lower Burrell ,"12,203",181,181,-,1,1,12,,27,131,9,-,
,Lower Gwynedd Township,"10,451",183,183,-,-,2,4, ,35,135,7,-,
,Lower Makefield Township,"32,564",367,367,-,-,2,10,,45,289,21,-,
,Lower Merion Township,"56,560","1,340","1,340",-,-,47,14, ,160,"1,003",116,-,
,Lower Moreland Township,"11,720",128,128,-,-,2,1, ,36,78,11,-,
,Lower Paxton Township,"42,848","1,114","1,116",-,10,19,24, ,84,940,37,2, 
,Lower Pottsgrove Township,"10,574",197,197,1,2,2,5, ,30,145,12,-, 
,Lower Providence Township,"21,011",352,354,-,1,5,7, ,38,279,22,2,
,Lower Salford Township,"12,437",139,139,-,-,-,25,,24,87,3,-, 
,Lower Southampton Township,"19,710",494,497,-,1,5,22, ,47,382,37,3,
,Manheim Township,"33,369","1,014","1,017",1,-,13,30, ,159,757,54,3, 
,Manor Township,"16,130",282,283,1,2,2,11, ,45,201,20,1,
,Marple Township,"22,789",353,353,-,-,3,2, ,27,292,29,-, 
,McCandless,"29,053",362,365,-,-,3,6, ,29,315,9,3,
,McKeesport,"23,075","1,333","1,338",4,5,80,166, ,317,637,124,5,
,Meadville,"13,995",572,576,-,5,8,11, ,80,442,26,4,
,Mid-Cumberland Valley Regional,"10,151",305,306,-,2,2,12, ,67,206,16,1,
,Middletown Township,"45,341","1,701","1,701",-,3,15,48, ,203,"1,203",229,-,
,Mifflin County Regional,"18,068",547,549,-,6,15,57,,71,380,18,2,
,Millcreek Township,"51,511","1,045","1,045",3,5,14,23,,196,765,39,-,
,Monroeville,"27,947",945,949,-,2,32,75,,72,615,149,4,
,Montgomery Township,"20,280",574,574,-,-,8,8,,22,506,30,-,
,Moon Township,"20,390",347,347,-,3,3,7, ,54,260,20,-,
,Mountaintop Regional,"10,965",22,22,-,-,-,-, ,4,16,2,-, 
,Mount Lebanon,"30,990",328,329,-,1,2,24, ,52,240,9,1,
,Muhlenberg Township,"15,718",720,720,1,1,11,17, ,63,582,45,-,
,Munhall,"12,012",182,182,-,1,5,9,,28,133,6,-,
,Murrysville,"19,131",298,299,-,1,1,1, ,31,252,12,1,
,Nanticoke,"11,115",309,311,-,-,-,4, ,27,264,14,2,
,Newberry Township,"13,969",283,284,1,4,1,7, ,49,191,30,1,
,New Britain Township,"10,623",115,115,-,-,2,3, ,13,94,3,-,
,New Castle,"26,162","1,152","1,171",3,11,48,95,,213,645,137,19,
,Newtown Township (Bucks County),"16,769",273,273,-,2,-,12, ,33,213,13,-,
,Newtown Township (Delaware County),"11,240",183,183,-,-,3,11, ,17,136,16,-,
,Norristown,"29,745","1,987","2,004",2,22,134,157, ,388,"1,062",222,17,
,Northampton Township,"39,086",426,426,-,-,2,15, ,70,325,14,-,
,Northern York Regional,"47,923","1,188","1,191",-,5,17,26,,104,997,39,3,
,North Fayette Township,"11,170",284,285,-,-,2,1, ,18,244,19,1,
,North Huntingdon Township,"28,946",292,296,1,3,2,11,,35,218,22,4,
,North Versailles Township,"12,144",428,428,-,2,6,23,,41,312,44,-,
,Oil City,"11,178",357,358,-,3,-,15,,61,267,11,1,
,Palmer Township,"16,873",391,392,-,2,2,6,,20,360,1,1,
,Patton Township,"10,541",212,213,-,1,1,6,,23,178,3,1,
,Penn Hills,"48,744","1,151","1,155",1,14,38,49, ,185,676,188,4,
,Pennridge Regional ,"14,198",231,231,-,1,-,15, ,37,176,2,-,
,Penn Township (Westmoreland County),"18,620",85,85,1,2,1,4, ,17,58,2,-,
,Penn Township (York County),"14,206",326,327,-,1,1,11, ,35,254,24,1,
,Peters Township,"16,277",204,216,-,1,-,5, ,26,163,9,12,
,Philadelphia4              ,"1,435,382","104,658","107,755",292,934,"11,104","10,701", ,"14,042","49,874","17,711","3,097",
,Phoenixville,"15,198",395,395,-,2,6,30, ,38,306,13,-, 
,Pine Township,"12,218",208,208,-,-,3,3,,37,151,14,-,
,Pittsburgh,"347,072","21,253","21,398",49,138,"1,581","1,278", ,"3,115","11,895","3,197",145,
,Plains Township,"11,161",284,284,-,-,2,4, ,45,220,13,-,
,Plum,"26,453",309,313,2,3,2,7, ,63,226,6,4,
,Plymouth Township,"16,121",799,799,-,2,13,53, ,93,545,93,-,
,Pottstown,"21,452","1,213","1,230",-,6,47,116,,188,775,81,17,
,Pottsville,"15,364",373,373,1,9,1,27,,50,268,17,-,
,Radnor Township,"29,551",561,561,-,2,7,15,,51,474,12,-,
,Reading,"74,716","5,901","5,948",11,43,455,377, ,"1,500","3,047",468,47,
,Richland Township,"12,823",265,265,-,5,1,63, ,29,155,12,-, 
,Ridley Township,"30,279",639,641,-,1,13,67, ,41,465,52,2,
,Robinson Township,"10,878",349,349,2,2,3,8, ,24,281,29,-,
,Ross Township,"32,127",934,937,-,1,18,17,,78,749,71,3,
,Rostraver Township,"11,435",463,463,-,3,5,12, ,44,383,16,-,
,Saint Marys City,"22,375",308,313,1,2,2,20, ,32,240,11,5,
,Salisbury Township,"13,792",400,400,-,-,2,19, ,36,297,46,-,
,Sandy Township,"10,330",305,305,-,3,4,20, ,55,206,17,-,
,Scott Township,"16,290",184,187,-,-,3,3, ,23,144,11,3,
,Shaler Township,"29,329",356,356,-,-,3,12, ,54,263,24,-,
,Sharon,"16,363",682,683,1,8,20,34, ,142,436,41,1,
,Silver Spring Township,"10,256",265,265,-,2,4,3, ,32,217,7,-,
,South Fayette Township,"11,656",104,104,-,2,1,7, ,20,65,9,-,
,South Park Township,"13,944",71,72,-,1,-,2, ,10,53,5,1,
,South Whitehall Township,"18,509",717,718,-,4,10,34,,63,590,16,1,
,Sprigettsbury Township,"23,092",812,812,2,1,14,10,,35,728,22,-,
,Springfield Township (Delaware County),"23,223",930,933,-,2,15,77, ,53,691,92,3,
,Springfield Township (Montgomery County),"19,731",292,292,-,-,9,12,,15,236,20,-,
,Spring Garden Township,"11,393",333,333,-,-,11,1, ,38,267,16,-,
,Spring Township,"21,984",216,217,2,-,2,2, ,29,170,11,1,
,State College,"52,417","1,207","1,216",1,15,11,24, ,133,979,44,9,
,Stroud Township,"13,080",508,508,-,-,2,28, ,64,385,29,-,
,Sunbury,"10,477",706,706,-,19,2,132, ,106,432,15,-,
,Susquehanna Township,"20,869",662,665,1,6,20,12, ,66,509,48,3,
,Swatara Township,"20,960",949,961,-,1,28,35, ,74,741,70,12,
,Towamencin Township,"16,984",291,291,-,1,4,31, ,19,228,8,-,
,Tredyffrin Township,"29,245",499,502,-,2,5,11, ,51,404,26,3,
,Upper Allen Township,"14,927",167,167,-,1,4,2, ,33,121,6,-,
,Upper Chichester Township,"16,571",685,692,-,6,18,29, ,81,454,97,7,
,Upper Darby Township,"77,728","2,074","2,079",4,13,106,77, ,81,"1,476",317,5,
,Upper Dublin Township,"25,479",374,374,1,-,10,13, ,42,285,23,-,
,Upper Gwynedd Township,"13,672",213,219,-,-,2,5,,32,157,17,6,
,Upper Merion Township,"26,808","2,163","2,165",-,3,19,31, ,106,"1,765",239,2,
,Upper Perkiomen,"14,948",82,84,-,-,-,14, ,6,61,1,2,
,Upper Providence Township,"12,858",182,183,-,1,1,4, ,27,141,8,1,
,Upper Saucon Township,"10,955",179,179,-,3,1,3, ,15,153,4,-,
,Upper Southampton Township,"16,328",151,152,-,-,3,5,,46,87,10,1,
,Upper St. Clair Township,"18,907",107,107,-,-,1,-,,7,95,4,-,
,Uwchlan Township,"15,384",199,199,-,23,2,17, ,35,115,7,-,
,Warminster Township,"32,962",840,843,2,1,16,35,,139,576,71,3,
,Warrington Township,"14,951",200,201,-,-,2,9, ,38,133,18,1,
,Warwick Township (Bucks County),"10,073",116,117,-,-,-,5,,16,90,5,1,
,Warwick Township (Lancaster County),"14,168",69,69,-,-,-,1, ,6,56,6,-,
,Washington (Washington County),"14,796",729,732,1,5,35,48,,93,508,39,3,
,Washington Township (Franklin County),"11,855",193,193,-,2,1,2, ,33,150,5,-,
,West Chester,"17,977",847,847,1,16,37,42, ,137,525,89,-,
,West Goshen Township,"19,681",552,554,-,2,8,36, ,57,419,30,2,
,West Lampeter Township,"11,650",196,196,-,-,4,2, ,27,156,7,-,
,West Manchester Township,"16,442",797,797,-,7,8,18, ,43,695,26,-,
,West Mifflin,"22,097",526,529,-,5,6,16, ,49,363,87,3,
,West Norriton Township,"15,056",355,355,-,3,3,12,,52,259,26,-,
,Westtown  Township,"13,704",397,398,-,-,-,41,,27,304,25,1,
,West Whiteland Township,"15,926",468,468,1,3,7,8, ,49,365,35,-,
,Whitehall ,"13,719",50,50,-,-,-,6,,7,31,6,-, --
,Whitehall Township,"24,089","1,078","1,086",-,2,23,26, ,86,883,58,8,
,Whitpain Township,"17,948",330,331,-,-,2,36, ,33,241,18,1,
,Wilkes-Barre,"42,801","2,089","2,095",1,14,116,63, ,281,"1,415",199,6,
,Williamsport,"29,872","1,665","1,668",1,2,48,39, ,277,"1,229",69,3,
,Willistown Township,"10,239",114,116,-,-,-,25, ,15,74,-,2,
,Windsor Township,"12,824",154,155,-,1,1,2, ,24,119,7,1,
,Yeadon,"11,445",475,475,-,2,27,41,,51,274,80,-,
,York Township,"22,487",593,597,-,6,4,14, ,66,472,31,4,
RHODE ISLAND,Barrington,"15,853",339,355,-,-,1,6, ,100,223,9,16,
,Bristol,"21,945",420,429,-,5,6,15, ,58,326,10,9,
,Burrillville,"15,976",211,212,-,2,2,5, ,50,137,15,1,
,Central Falls,"16,403",774,781,-,18,45,88, ,177,359,87,7,
,Coventry,"32,474",625,638,-,6,3,20, ,79,495,22,13,
,Cranston,"74,697","2,124","2,143",1,42,30,63, ,385,"1,387",216,19,
,Cumberland,"29,515",652,658,-,6,3,13, ,111,508,11,6,
,East Greenwich,"12,335",180,183,-,-,-,3, ,25,140,12,3,
,East Providence,"47,995","1,027","1,036",-,35,18,36, ,249,626,63,9,
,Johnston,"26,699",856,867,-,3,9,24, ,151,600,69,11,
,Lincoln,"19,065",420,421,2,-,-,5, ,52,308,53,1,
,Middletown,"19,232",507,511,-,6,3,9, ,66,405,18,4,
,Narragansett,"15,926",424,424,-,2,1,14, ,63,327,17,-,
,Newport,"24,336","1,592","1,635",-,7,26,117, ,302,"1,074",66,43,
,North Kingstown,"26,298",488,488,2,5,2,27, ,114,316,22,-,
,North Providence,"31,005",548,554,1,8,9,26, ,132,305,67,6,
,North Smithfield,"10,660",251,252,-,-,2,11, ,30,200,8,1,
,Pawtucket,"68,330","3,043","3,077",1,39,89,152, ,591,"1,712",459,34,
,Portsmouth,"16,811",306,308,-,15,-,19, ,48,220,4,2,
,Providence,"151,430","12,156","12,513",26,80,463,572, ,"2,101","6,637","2,277",357,
,Scituate,"10,123",86,86,-,2,-,3, ,14,63,4,-,
,Smithfield,"18,807",299,304,-,1,2,5, ,45,227,19,5,
,South Kingstown,"26,768",558,562,-,11,5,9, ,117,379,37,4,
